RandR_ID,"Article_title, link to abstract, related articles pubmed, etc.",Sentence (search term in bold),Graphic user interface,Lead author and journal,Publication date ASC
a13609291,Detection and analysis of COVID-19 in medical images using deep learning techniques,"â€¢ Transfer Learning: Additionally, we applied a transfer learning technique by using ImageNet data onto application for comparatively smaller dataset.",a13609291,"Yang, Dandi; Martinez, Cr....(Sci Rep)",2021.10.04
a11060763,Transfer learning for non-image data in clinical research: a scoping review,"In the future, some of the largest epidemiological datasets (e.g. UK Biobank [126] ) could serve as source data for the development of machine learning algorithms, that a wide range of smaller studies",a11060763,,2021.10.03
a10917709,Iterative joint classifier and domain adaptation for visual transfer learning,"[11] introduced Instanceweighted transfer learning of active appearance models approach, which integrates the training data from an auxiliary source domain via predicting the sample-specific weights a",a10917709,"Noori Saray, Shiva; Tahmo....(Int J Mach Learn Cybern)",2021.09.29
a4529128,Longitudinal Deep Truck: Deep learning and deep reinforcement learning for modeling and control of longitudinal dynamics of heavy duty trucks,Further investigation is still required to introduce transfer learning of longitudinal dynamics across mechanical configurations.,a4529128,,2021.09.28
a5312373,Detection of COVID-19 in Chest X-ray Images: A Big Data Enabled Deep Learning Approach,"In this investigation, weighted precision, weighted recall, and accuracy were examined as execution measurements for deep transfer learning.",a5312373,"Awan, Mazhar Javed; Bilal....(Int J Environ Res Public Health)",2021.09.27
a10324571,A New General Maximum Intensity Projection Technology via the Hybrid of U-Net and Radial Basis Function Neural Network,"Accordingly, for training, we adopted a transfer learning style.",a10324571,"Chao, Zhen; Xu, Wenting....(J Digit Imaging)",2021.09.10
a11838165,Detection of novel coronavirus from chest X-rays using deep convolutional neural networks,Transfer learning in its abstract form is a method of applying knowledge acquired from one task to solve the other similar problems.,a11838165,"Sanket, Shashwat; Vergin ....(Multimed Tools Appl)",2021.09.08
a11575457,EarGate: Gait-based User Identification with In-ear Microphones,"Interestingly, while in terms of accuracy the benefit of transfer learning is clear, it is also important to bear in mind the accuracy versus power consumption trade-off.",a11575457,,2021.08.27
a11077085,Nursing studentsâ€™ attitudes toward mobile learning: An integrative review,"In addition, more useful research should be conducted, and the results should be transferred to the actual learning environment.",a11077085,"Chen, Bin; Yang, Ting; Wa....(Int J Nurs Sci)",2021.08.21
a10235767,COVID-19 Detection with Traditional and Deep Features on Cough Acoustic Signals,These include pre-trained models and transfer learning models in abundance.,a10235767,"ErdoÄŸan, Yunus Emre; Nar....(Comput Biol Med)",2021.08.14
a11186306,Semi-weakly Supervised Contrastive Representation Learning for Retinal Fundus Images,We conduct extensive transfer learning and ablation experiments to assess the effectiveness of our approach.,a11186306,,2021.08.04
a11584271,A Novel Weighted Consensus Machine Learning Model for COVID-19 Infection Classification Using CT Scan Images,They developed a model that used the amended inception transfer learning technique with an accuracy of 89.5%.,a11584271,"Bondugula, Rohit Kumar; U....(Arab J Sci Eng)",2021.08.02
a13264700,Long-Term Application of Cerebellar Transcranial Direct Current Stimulation Does Not Improve Motor Learning in Parkinsonâ€™s Disease,"(2013) found no evidence for transfer of adaptation learning due to c-tDCS, although the comparison in this study was unique as it was based on transfer to the opposite limb [15] .",a13264700,"de Albuquerque, Lidio Lim....(Cerebellum)",2021.07.07
a10400209,A systematic review on AI/ML approaches against COVID-19 outbreak,The method's novelty is demonstrated using COVID-19 vs. Normal dataset and adopt transfer learning to showcase the accuracy.,a10400209,"Dogan, Onur; Tiwari, Sanj....(Complex Intell)",2021.07.05
a5343772,Dense GAN and Multi-layer Attention based Lesion Segmentation Method for COVID-19 CT Images,"[19] , infected patients were classified by ten well-known pre-trained CNNS, and the neural network of the data set was optimized by using transfer learning to distinguish COVID-19 from other pneumoni",a5343772,"Zhang, Ju; Yu, Lundun; Ch....(Biomed Signal Process Control)",2021.06.23
a11909845,ERANNs: Efficient Residual Audio Neural Networks for Audio Pattern Recognition,"In addition, transfer learning is used for the ESC-50 dataset and RAVDESS: we transfer our models pre-trained on the AudioSet dataset to the other two datasets.",a11909845,,2021.06.03
a4663543,Checklist for responsible deep learning modeling of medical images based on COVID-19 detection studies,Only in three of the reviewed studies was transfer learning conducted on lung images.,a4663543,"Hryniewska, Weronika; Bom....(Pattern Recognit)",2021.05.21
a11426320,Non-invasive Vocal Biomarker is Associated with Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection,f Feature extraction process using transfer learning and adaptation methods.,a11426320,"Maor, Elad; Tsur, Nir; Ba....(Mayo Clin Proc Innov Qual Outcomes)",2021.05.14
a11545681,Role of Artificial Intelligence in Detection of Hateful Speech for Hinglish Data on Social Media,Many application-driven pipelines can be designed for Hinglish embeddings as well as classifiers given the advancement in the field of NLP for multilingual domain and the scope of transfer learning fo,a11545681,,2021.05.11
a14065070,Radiologists versus Deep Convolutional Neural Networks: A Comparative Study for Diagnosing COVID-19,Figure 2 illustrates the adopted transfer learning-based scheme to classify COVID-19 and Non-COVID-19.,a14065070,"Helwan, Abdulkader; Ma'ai....(Comput Math Methods Med)",2021.05.10
a11257365,Longitudinal effects of U.S. studentsâ€™ reentry shock on psychological health after returning home during the COVID-19 global pandemic,"It is possible that, consistent with Culture Learning Theory (Furnham & Bochner, 1986) , returning students might have been able to transfer some skills learned abroad to best adapt to their changed e",a11257365,"Fanari, Alice; Segrin, Ch....(Int J Intercult Relat)",2021.04.28
a11562542,Understanding cartoon emotion using integrated deep neural network on large dataset,"However, the authors claim that an improvement in accuracy can be achieved by transfer learning and hence proposes it as an open problem, thereby contributing a public dataset of 1600 emotion labeled",a11562542,"Jain, Nikita; Gupta, Vedi....(Neural Comput Appl)",2021.04.21
a13382136,Optimal Hyperparameter Selection of Deep Learning Models for COVID-19 Chest X-ray Classification,"In addition, we benchmarked our result against the traditional transfer learning method, and the result is presented in Table 3 .",a13382136,"Adedigba, Adeyinka P.; Ad....(Intell Based Med)",2021.04.21
a11557307,Accessory pathway analysis using a multimodal deep learning model,"In addition, another machine learning model inputting data with two different modalities was created using the transfer learning method, which further improved the accuracy.",a11557307,"Nishimori, Makoto; Kiuchi....(Sci Rep)",2021.04.13
a5180049,Multi-source fast transfer learning algorithm based on support vector machine,An adaptive regularization transfer learning algorithm,a5180049,"Gao, Peng; Wu, Weifei; Li....(Appl Intell)",2021.04.06
a11071043,The ParentingWell Learning Collaborative Feasibility Study: Training Adult Mental Health Service Practitioners in a Family-Focused Practice Approach,The core process of learning collaboratives typically includes access to experts in the field and activities informed by adult learning principles to engage participants and promote reflection and the,a11071043,"Nicholson, Joanne; Englis....(Community Ment Health J)",2021.04.04
a11016105,Ensemble deep model for continuous estimation of Unified Parkinsonâ€™s Disease Rating Scale III,"However, transfer learning from the activity recognition dataset improves performance by providing a 10% higher correlation and 13% lower MAE when compared to Gradient Tree Boosting.",a11016105,"Hssayeni, Murtadha D.; Ji....(Biomed Eng Online)",2021.03.31
a13082680,Contactless Human Monitoring: Challenges and Future Direction,"In [61] , a comprehensive survey on the use of transfer learning for activity recognition is presented.",a13082680,"Mahbub, Upal; Rahman, Tau....(Contactless Human Activity Analysis)",2021.03.24
a10383287,Class of 2020 in Poland: Studentsâ€™ Mental Health during the COVID-19 Outbreak in an Academic Setting,"The study was initiated by the time the academic curricula had been transferred into e-learning and most of the universities were introducing lockdowns, causing students being forced to give up their",a10383287,"Wieczorek, Tomasz; KoÅ‚od....(Int J Environ Res Public Health)",2021.03.11
a11365890,ReINTEL Challenge 2020: Exploiting Transfer Learning Models for Reliable Intelligence Identification on Vietnamese Social Network Sites,"Accordingly, the best result belongs to the transfer learning models when achieving an AUC score of 94.52% for the combined model of bert4news and PhoBERT.",a11365890,,2021.02.22
a12700397,Comparison of Learning Transfer Using Simulation Problem-Based Learning and Demonstration: An Application of Papanicolaou Smear Nursing Education,"Therefore, this study implemented S-PBL to assess its effects on self-confidence, learner satisfaction, and critical thinking and compared them to the effects of conventional demonstrations to provide",a12700397,"Lee, Jeongim; Son, Hae Ky....(Int J Environ Res Public Health)",2021.02.11
a5017604,De novo design and bioactivity prediction of SARS-CoV-2 main protease inhibitors using recurrent neural network-based transfer learning,", that adopted a similar approach to ours by using transfer learning and a LSTM model on low-data problems.",a5017604,"Santana, Marcos V. S.; Si....(BMC Chem)",2021.02.02
a11564148,TLCoV- An automated Covid-19 screening model using Transfer Learning from Chest X-ray images,"Finally, two transfer learning algorithms VGG-16 and ResNet-50 is used on the same model to increase the accuracy.",a11564148,"Das, Ayan Kumar; Kalam, S....(Chaos Solitons Fractals)",2021.01.23
a10487864,Distant Domain Transfer Learning for Medical Imaging,"Typically, there are two types of accessible transfer learning: feature-based and instance-based.",a10487864,,2020.12.10
a10963014,Artificial intelligence and machine learningâ€aided drug discovery in central nervous system diseases: Stateâ€ofâ€theâ€arts and future directions,"AI-related learning techniques are broadly categorized as supervised, unsupervised, semisupervised, active, reinforcement, transfer, and multitask learning.",a10963014,"Vatansever, Sezen; Schles....(Med Res Rev)",2020.12.09
a11517069,Concept Recognition as a Machine Translation Problem,[39] explored a BiLSTM and CRF separately as well as combined to create ChemListem and further added transfer learning.,a11517069,"Boguslav, Mayla R; Hailu,....(bioRxiv)",2020.12.04
a12042129,Automated detection of COVID-19 using ensemble of transfer learning with deep convolutional neural network based on CT scans,We design the optimal combination of deep transfer learning outputs using an additional ensemble network.,a12042129,"gifani, Parisa; Shalbaf, ....(Int J Comput Assist Radiol Surg)",2020.11.16
a13395930,A novel hand-crafted with deep learning features based fusion model for COVID-19 diagnosis and classification using chest X-ray images,"In addition to this, the DL approaches can be hyper-tuned by transfer learning.",a13395930,"Shankar, K.; Perumal, Esw....(Complex Intell)",2020.11.12
a13760776,Adaptive Deep Forest for Online Learning from Drifting Data Streams,"The obtained results comparing ARF and the standalone cascade CARF suggest that ADF transfers the capabilities of the alternative deep representation learning, implemented in the original deep forest,",a13760776,,2020.10.14
a13370334,Transfer Learning-Based Automatic Detection of Coronavirus Disease 2019 (COVID-19) from Chest X-ray Images,"In addition, the calculation cost of transfer learning models is less.",a13370334,"R., Mohammadi; M., Salehi....(J Biomed Phys Eng)",2020.10.01
a4392845,Predicting the Health Condition of mHealth App Users with Large Differences in the Number of Recorded Observations - Where to Learn from?,"Since we have a baseline (albeit weak, since errors for U short are not reliable) for the performance of a model on the data from all users, we can now investigate the transfer learning case where the",a4392845,"Unnikrishnan, Vishnu; Sha....(Discovery Science)",2020.09.19
a13371111,COVIDetectioNet: COVID-19 diagnosis system based on X-ray images using features selected from pre-learned deep features ensemble,"In addition, the transfer learning approach was used for these deep architectures.",a13371111,"Turkoglu, Muammer....(Appl Intell)",2020.09.18
a10300955,Classification of COVID-19 in chest X-ray images using DeTraC deep convolutional neural network,This is achieved by investigating the class boundaries of the dataset and adapt the transfer learning accordingly.,a10300955,"Abbas, Asmaa; Abdelsamea,....(Appl Intell)",2020.09.05
a11913543,IKONOS: an intelligent tool to support diagnosis of COVID-19 by texture analysis of X-ray images,"In addition, they applied transfer learning techniques using ImageNet data.",a11913543,"Gomes, Juliana C.; Barbos....(Res)",2020.09.03
a10927672,A Survey on Negative Transfer,[60] proposed active transfer learning (ATL) to actively select appropriate source samples that are class balanced and highly similar to those in the target domain.,a10927672,,2020.09.02
a10928336,A Survey of Deep Active Learning,"[32] proposed a unified deep network combined with active transfer learning, thereby training the HSI classification well while using less labeled training data.",a10928336,,2020.08.30
a11443870,Adaptive multi-channel event segmentation and feature extraction for monitoring health outcomes,"Our adaptive transfer learning method is introduced as the key component of a complete data processing pipeline that includes pre-processing for local feature extraction and abnormal signal detection,",a11443870,,2020.08.20
a10399948,"Reliable Tuberculosis Detection using Chest X-ray with Deep Learning, Segmentation and Visualization","[38] reported the detection of tuberculosis using transfer learning technique, which showed an accuracy of 94.89%.",a10399948,,2020.07.29
a11444138,Force myography benchmark data for hand gesture recognition and transfer learning,"We utilise domain adaptive transfer learning, where we assume that D s and D t are different but T s and T t are the same [17] , which is appropriate for our problem, as we have different domains (i.e",a11444138,,2020.07.29
a5623852,On detecting urgency in short crisis messages using minimal supervision and transfer learning,Low-supervision Transfer Learning for Urgency Detection: How do we build an urgency detection system for a specific crisis when given as training input a small number of manually labeled tweets for th,a5623852,"Kejriwal, Mayank; Zhou, P....(Soc Netw Anal Min)",2020.07.08
a10417587,ATSO: Asynchronous Teacher-Student Optimization for Semi-Supervised Medical Image Segmentation,"First, we report the self-learning baseline for the transfer learning experiments from Cityscapes to Mapillary, which reports an accuracy of 26.97% (averaged over all classes).",a10417587,,2020.06.24
a12712892,COVID-19 Image Data Collection: Prospective Predictions Are the Future,"Transfer learning methods actively under development in the ML community such as few/zero-shot [Wang et al., 2019; Tian et al., 2020b; Larochelle et al., 2008; Ren et al., 2019] , meta-learning [Andry",a12712892,,2020.06.22
a11912207,IKONOS: An intelligent tool to support diagnosis of Covid-19 by texture analysis of x-ray images,"In addition, they applied transfer learning techniques using ImageNet data.",a11912207,,2020.05.09
a13339602,Partial Domain Adaptation for Relation Extraction Based on Adversarial Learning,"The models use the source domain data for training, and we then apply the labeled data of the target domain for either fine-tuning or by applying the adaptive domain method for transfer learning.",a13339602,"Cao, Xiaofei; Yang, Juan;....(The Semantic Web)",2020.05.07
a1115585,A multivariate spatiotemporal spread model of COVID-19 using ensemble of ConvLSTM networks,We are also trying to combine models of multiple countries so that a single ensemble of model can be trained through transfer learning and will eventually help predicting cases across the globe .,a1115585,,2020.04.22
a1643620,COVID-19 Outbreak Prediction with Machine Learning,"By processing experimental data , ANNs transfer knowledge or a law behind the data to the network structure , which is called learning .",a1643620,,2020.04.22
a2810278,Multi-task Deep Learning Based CT Imaging Analysis For COVID-19: Classification and Segmentation,"To that end , they used transfer learning based approach with a very deep architectures such as ResNet50 , InceptionV3",a2810278,,2020.04.21
a1142577,Sample-Efficient Deep Learning for COVID-19 Diagnosis Based on CT Scans,We evaluate the efficacy of different transfer learning strategies with different pretrained datasets and network architectures via extensive experiments and provide insightful findings .,a1142577,,2020.04.17
